MARCA,TRACCION,CILINDRAJE,TRANSMISION,SEG_GENERAL,PRECIO,SEGMENTO
CHEVROLET,4X2,1500,M,PASAJEROS,28999,SUV
CHEVROLET,4X2,1500,A,PASAJEROS,33999,SUV
CHEVROLET,4X2,1500,M,PASAJEROS,32999,SUV
CHEVROLET,4X2,1500,A,PASAJEROS,23999,AUTOMOVIL
CHEVROLET,4X4,2800,A,PASAJEROS,49999,CAMIONETA
CHEVROLET,4X4,2800,M,PASAJEROS,46999,CAMIONETA
CHEVROLET,4X2,2499,M,PASAJEROS,28499,CAMIONETA
CHEVROLET,4X4,2499,M,PASAJEROS,36999,CAMIONETA
CHEVROLET,4X4,3000,M,PASAJEROS,36899,CAMIONETA
CHEVROLET,4X4,2500,M,PASAJEROS,39999,CAMIONETA
CHEVROLET,4X2,5193,M,PESADO,53490,CAMION
CHEVROLET,4X2,7790,M,PESADO,70990,CAMION
CHEVROLET,4X2,2999,M,PESADO,26990,CAMION
CHEVROLET,4X2,2999,M,PESADO,29290,CAMION
CHEVROLET,4X2,2999,M,PESADO,29990,CAMION
CHEVROLET,4X2,2999,M,PESADO,32290,CAMION
CHEVROLET,4X2,5193,M,PESADO,37190,CAMION
CHEVROLET,4X2,5193,M,PESADO,42290,CAMION
CHEVROLET,4X2,1200,M,PASAJEROS,18999,AUTOMOVIL
CHEVROLET,4X2,1000,M,PASAJEROS,19999,AUTOMOVIL
CHEVROLET,4X2,1000,A,PASAJEROS,24999,AUTOMOVIL
CHEVROLET,4X2,1000,M,PASAJEROS,19999,AUTOMOVIL
CHEVROLET,4X2,1500,M,PASAJEROS,18499,AUTOMOVIL
CHEVROLET,4X2,1500,M,PASAJEROS,17499,AUTOMOVIL
CHEVROLET,4X2,1500,M,PASAJEROS,19249,AUTOMOVIL
CHEVROLET,4X2,1200,M,PASAJEROS,14799,AUTOMOVIL
CHEVROLET,4X2,1200,M,PASAJEROS,14799,AUTOMOVIL
CITROEN,4X2,1600,M,PASAJEROS,27990,VAN
CITROEN,4X2,1560,M,PASAJEROS,22990,VAN
CITROEN,4X2,1600,M,PASAJEROS,26490,VAN
CITROEN,4X2,1600,M,PASAJEROS,19990,AUTOMOVIL
CITROEN,4X2,1600,M,PASAJEROS,21990,AUTOMOVIL
CITROEN,4X2,1600,A,PASAJEROS,39990,SUV
CITROEN,4X2,2000,A,PASAJEROS,44990,SUV
DFSK,4X2,1400,M,PASAJEROS,16990,VAN
DFSK,4X2,1400,M,PASAJEROS,17990,VAN
DFSK,4X2,1800,M,PASAJEROS,24990,SUV
DFSK,4X2,1500,M,PASAJEROS,26990,SUV
DFSK,4X2,1800,M,PASAJEROS,27990,SUV
DONGFENG,4X2,2500,M,PASAJEROS,22990,CAMIONETA
DONGFENG,4X4,2500,M,PASAJEROS,29990,CAMIONETA
DONGFENG,4X2,2000,M,PASAJEROS,19990,SUV
DS,4X2,1600,A,PASAJEROS,54990,AUTOMOVIL
FAW,4X2,1600,M,PASAJEROS,18890,SUV
FIAT,4X2,1300,M,PASAJEROS,17999,SUV
FORD,4X4,2893,A,PASAJEROS,26820,SUV
FORD,4X2,2000,A,PASAJEROS,26990,SUV
FORD,4X2,2000,A,PASAJEROS,62990,SUV
FORD,4X4,2700,A,PASAJEROS,74990,SUV
FORD,4X2,2500,A,PASAJEROS,37490,AUTOMOVIL
FORD,4X2,3200,M,PASAJEROS,34990,CAMIONETA
FORD,4X4,3200,M,PASAJEROS,36990,CAMIONETA
FORD,4X2,2488,M,PASAJEROS,38490,CAMIONETA
FOTON,4X2,6690,M,PESADO,52490,CAMION
FOTON,4X2,11800,M,PESADO,93990,CAMION
FOTON,6X4,11800,M,PESADO,93990,CAMION
FOTON,4X2,2771,M,PESADO,18990,CAMION
FOTON,4X2,3760,M,PESADO,28490,CAMION
FOTON,4X2,2780,M,PASAJEROS,43990,VAN
FOTON,4X2,2800,M,PASAJEROS,38990,VAN
FUSO,4X2,3900,M,PESADO,39990,CAMION
FUSO,4X2,3900,M,PESADO,39990,CAMION
GAC,4X2,1500,A,PASAJEROS,23990,AUTOMOVIL
GAC,4X2,1500,M,PASAJEROS,19990,AUTOMOVIL
GAC,4X2,1300,A,PASAJEROS,26000,SUV
GAC,4X2,1500,A,PASAJEROS,23490,SUV
GAC,4X2,1500,M,PASAJEROS,21490,SUV
GAC,4X2,1300,M,PASAJEROS,25990,SUV
GEELY,4X2,2400,A,PASAJEROS,24990,SUV
GREAT WALL,4X2,1500,M,PASAJEROS,29990,SUV
GREAT WALL,4X2,1500,M,PASAJEROS,31490,SUV
GREAT WALL,4X2,2000,A,PASAJEROS,39990,SUV
GREAT WALL,4X2,1500,M,PASAJEROS,17990,SUV
GREAT WALL,4X4,1999,M,PASAJEROS,25990,CAMIONETA
GREAT WALL,4X2,2400,M,PASAJEROS,24690,CAMIONETA
GREAT WALL,4X2,2400,M,PASAJEROS,22590,CAMIONETA
GREAT WALL,4X4,2800,M,PASAJEROS,27990,CAMIONETA
HINO,4X2,7684,M,PESADO,67900,BUS
HINO,4X2,5123,M,PESADO,56900,CAMION
HINO,6X4,5123,M,PESADO,123200,CAMION
HINO,6X4,12913,M,PESADO,147800,CAMION
HINO,4X2,11900,M,PESADO,74150,CAMION
HINO,4X2,7684,M,PESADO,96800,CAMION
HINO,6X4,12913,M,PESADO,119990,CAMION
HINO,4X2,4009,M,PESADO,28990,CAMION
HINO,4X2,4009,M,PESADO,33600,CAMION
HINO,4X2,4009,M,PESADO,36000,CAMION
HINO,4X2,4009,M,PESADO,40500,CAMION
HONDA,4X2,2400,A,PASAJEROS,48490,SUV
HONDA,4X2,1500,M,PASAJEROS,25490,SUV
HYUNDAI,4X2,1600,M,PASAJEROS,21490,AUTOMOVIL
HYUNDAI,4X2,1600,M,PASAJEROS,24990,SUV
HYUNDAI,4X2,1200,M,PASAJEROS,16490,AUTOMOVIL
HYUNDAI,4X2,1200,M,PASAJEROS,14490,AUTOMOVIL
HYUNDAI,4X2,2497,M,PESADO,28490,CAMION
HYUNDAI,4X2,2607,M,PESADO,28990,CAMION
HYUNDAI,4X2,3900,M,PESADO,27990,CAMION
HYUNDAI,4X2,1600,A,PASAJEROS,25990,AUTOMOVIL
HYUNDAI,4X4,2400,M,PASAJEROS,58990,SUV
HYUNDAI,4X2,2000,A,PASAJEROS,33990,AUTOMOVIL
HYUNDAI,4X2,2000,A,PASAJEROS,35990,SUV
HYUNDAI,4X2,1591,M,PASAJEROS,23990,SUV
JAC,4X2,9726,M,PESADO,65890,CAMION
JAC,4X2,2776,M,PESADO,22890,CAMION
JAC,4X4,2000,M,PASAJEROS,29990,CAMIONETA
JAC,6X4,11600,M,PESADO,95990,CAMION
JAC,6X4,11800,M,PESADO,97990,CAMION
JAC-P,4X2,1500,M,PASAJEROS,16250,SUV
JEEP,4X4,3604,A,PASAJEROS,95690,SUV
JEEP,4X4,3600,A,PASAJEROS,109990,SUV
JETOUR,4X2,1500,M,PASAJEROS,23890,SUV
JETOUR,4X2,1500,A,PASAJEROS,28990,SUV
JETOUR,4X2,1500,M,PASAJEROS,26890,SUV
JMC,4X2,2771,M,PASAJEROS,31990,VAN
JMC,4X2,2771,M,PESADO,21990,CAMION
JMC,4X2,2771,M,PESADO,23990,CAMION
KENWORTH,6X4,15000,M,PESADO,169300,CAMION
KIA,4X2,1600,M,PASAJEROS,23999,AUTOMOVIL
KIA,4X2,3000,A,PASAJEROS,44999,VAN
KIA,4X2,1000,M,PASAJEROS,12999,AUTOMOVIL
KIA,4X2,1000,M,PASAJEROS,13990,AUTOMOVIL
KIA,4X2,1200,M,PASAJEROS,17990,AUTOMOVIL
KIA,4X2,1200,M,PASAJEROS,16990,AUTOMOVIL
KIA,4X2,1200,M,PASAJEROS,14990,AUTOMOVIL
KIA,4X2,1200,M,PASAJEROS,15990,AUTOMOVIL
KIA,4X2,1200,A,PASAJEROS,16590,AUTOMOVIL
KIA,4X2,1396,M,PASAJEROS,18990,AUTOMOVIL
KIA,4X2,1396,M,PASAJEROS,18999,AUTOMOVIL
KIA,4X2,1396,M,PASAJEROS,21990,AUTOMOVIL
KIA,4X2,1600,M,PASAJEROS,26999,SUV
KIA,4X2,1400,M,PASAJEROS,16590,AUTOMOVIL
KIA,4X2,3000,A,PASAJEROS,39990,SUV
KIA,4X4,3000,A,PASAJEROS,56990,SUV
KIA,4X2,1600,M,PASAJEROS,22990,SUV
KIA,4X2,1000,A,PASAJEROS,21990,SUV
KIA,4X2,1000,M,PASAJEROS,21490,SUV
KING LONG,4x2,2500,M,PASAJEROS,29990,VAN
KING LONG,4x2,3000,M,PASAJEROS,39990,VAN
LAND ROVER,4X4,2000,A,PASAJEROS,116000,SUV
LAND ROVER,4x4,2000,A,PASAJEROS,145000,SUV
LIFAN,4X2,1794,M,PASAJEROS,22990,SUV
MAXUS,4X4,2800,M,PASAJEROS,29990,CAMIONETA
MAXUS,4X4,2800,A,PASAJEROS,34490,CAMIONETA
MAZDA,4X2,2500,A,PASAJEROS,39990,AUTOMOVIL
MAZDA,4X2,2000,A,PASAJEROS,34990,SUV
MAZDA,4X2,2000,M,PASAJEROS,29990,SUV
MAZDA,4X2,2000,A,PASAJEROS,36990,SUV
MAZDA,4X2,1500,M,PASAJEROS,21500,AUTOMOVIL
MAZDA,4X2,2000,A,PASAJEROS,39990,AUTOMOVIL
MAZDA,4X2,2500,M,PASAJEROS,33990,CAMIONETA
MAZDA,4X4,3200,M,PASAJEROS,44990,CAMIONETA
MAZDA,4X4,3200,A,PASAJEROS,54990,CAMIONETA
MAZDA,4X4,2500,A,PASAJEROS,55990,SUV
MAZDA,4X2,2000,A,PASAJEROS,46990,SUV
MAZDA,4X4,2500,A,PASAJEROS,79990,SUV
MAZDA,4X4,2500,A,PASAJEROS,59990,SUV
MERCEDES BENZ,4X2,1991,A,PASAJEROS,59990,AUTOMOVIL
MERCEDES BENZ,4X2,2146,M,PASAJEROS,65000,VAN
MITSUBISHI,4X4,2477,M,PASAJEROS,34990,CAMIONETA
MITSUBISHI,4X2,2477,M,PASAJEROS,29990,CAMIONETA
MITSUBISHI,4X4,2998,A,PASAJEROS,54990,SUV
NISSAN,4X4,2500,M,PASAJEROS,54990,CAMIONETA
NISSAN,4X2,2500,M,PASAJEROS,29990,CAMIONETA
NISSAN,4X2,2500,M,PASAJEROS,34490,CAMIONETA
NISSAN,4X2,1600,A,PASAJEROS,30500,SUV
NISSAN,4X2,1600,M,PASAJEROS,27100,SUV
NISSAN,4X2,2000,A,PASAJEROS,35550,SUV
NISSAN,4X4,2000,A,PASAJEROS,40990,SUV
NISSAN,4X2,2000,M,PASAJEROS,32700,SUV
NISSAN,4X2,1600,A,PASAJEROS,23990,AUTOMOVIL
NISSAN,4X2,1600,M,PASAJEROS,21990,AUTOMOVIL
NISSAN,4X2,1600,M,PASAJEROS,19990,AUTOMOVIL
NISSAN,4X2,2500,A,PASAJEROS,47050,SUV
NISSAN,4X4,2500,A,PASAJEROS,50990,SUV
NISSAN,4X2,2500,A,PASAJEROS,37990,SUV
PEUGEOT,4X2,1600,M,PASAJEROS,19990,AUTOMOVIL
PEUGEOT,4X2,1600,A,PASAJEROS,22990,AUTOMOVIL
PEUGEOT,4X2,1600,A,PASAJEROS,39990,SUV
PEUGEOT,4X2,2198,M,PASAJEROS,39990,VAN
PEUGEOT,4X2,1600,M,PASAJEROS,24990,VAN
PEUGEOT,4X2,1600,M,PASAJEROS,22990,VAN
PEUGEOT,4X2,1600,M,PASAJEROS,29990,VAN
PORSCHE,4X4,3000,A,PASAJEROS,169990,SUV
PORSCHE,4X4,3000,A,PASAJEROS,177000,SUV
PORSCHE,4X4,2997,M,PASAJEROS,94000,SUV
RENAULT,4X2,2000,M,PASAJEROS,26495,SUV
RENAULT,4X2,1600,A,PASAJEROS,18495,AUTOMOVIL
RENAULT,4X2,1600,M,PASAJEROS,16995,AUTOMOVIL
RENAULT,4X2,1600,M,PASAJEROS,15255,AUTOMOVIL
RENAULT,4X2,1600,M,PASAJEROS,15795,AUTOMOVIL
RENAULT,4X2,1600,M,PASAJEROS,14995,AUTOMOVIL
RENAULT,4X2,1600,M,PASAJEROS,17195,SUV
RENAULT,4X2,1600,A,PASAJEROS,18895,SUV
SHINERAY,4x2,1500,M,PASAJEROS,19990,SUV
SHINERAY,4x2,1500,M,PASAJEROS,18990,VAN
SHINERAY,4X2,1500,M,PASAJEROS,13990,VAN
SHINERAY,4X2,1500,M,PASAJEROS,15990,VAN
SINOTRUK,4X2,7000,M,PESADO,58890,CAMION
SINOTRUK,4X2,3800,M,PESADO,26990,CAMION
SINOTRUK,6X4,13000,M,PESADO,80000,CAMION
SKODA,4X2,1600,A,PASAJEROS,26000,SUV
SKODA,4X2,1600,A,PASAJEROS,27000,SUV
SKODA,4x2,2000,A,PASAJEROS,49990,SUV
SOUEAST,4X2,1500,M,PASAJEROS,16490,AUTOMOVIL
SOUEAST,4X2,1500,M,PASAJEROS,19990,SUV
SOUEAST,4X2,1500,M,PASAJEROS,23990,SUV
SOUEAST,4X2,1500,M,PASAJEROS,29990,SUV
SSANGYONG,4X2,2000,M,PASAJEROS,30990,SUV
SSANGYONG,4X2,2000,M,PASAJEROS,33990,SUV
SSANGYONG,4X2,2000,M,PASAJEROS,29990,SUV
SSANGYONG,4X4,2000,M,PASAJEROS,43490,CAMIONETA
SSANGYONG,4X2,2000,A,PASAJEROS,56590,SUV
SSANGYONG,4X2,2000,M,PASAJEROS,42990,VAN
SSANGYONG,4X2,2000,M,PASAJEROS,44990,VAN
TOYOTA,4X2,1798,A,PASAJEROS,33499,SUV
TOYOTA,4X2,1798,A,PASAJEROS,26990,AUTOMOVIL
TOYOTA,4X4,3956,A,PASAJEROS,107990,SUV
TOYOTA,4X4,2694,A,PASAJEROS,52990,SUV
TOYOTA,4X4,3956,A,PASAJEROS,65990,SUV
TOYOTA,4X4,2393,M,PASAJEROS,51990,CAMIONETA
TOYOTA,4X2,2694,M,PASAJEROS,29990,CAMIONETA
TOYOTA,4X2,2694,M,PASAJEROS,32990,CAMIONETA
TOYOTA,4X4,2694,M,PASAJEROS,40990,CAMIONETA
TOYOTA,4X4,2694,M,PASAJEROS,44990,CAMIONETA
TOYOTA,4X2,2694,M,PASAJEROS,36990,SUV
TOYOTA,4X2,1500,A,PASAJEROS,23990,AUTOMOVIL
TOYOTA,4X2,2000,M,PASAJEROS,39990,SUV
TOYOTA,4X2,1987,A,PASAJEROS,41990,SUV
TOYOTA,4X4,2500,A,PASAJEROS,56990,SUV
TOYOTA,4X2,1500,A,PASAJEROS,28999,SUV
TOYOTA,4X2,1500,M,PASAJEROS,26999,SUV
UD TRUCKS,6X4,7698,M,PESADO,100900,CAMION
UD TRUCKS,6X4,10837,M,PESADO,109900,CAMION
UD TRUCKS,4X2,5100,M,PESADO,50500,CAMION
VENTURA,4X2,2982,M,PASAJEROS,53000,VAN
VOLKSWAGEN,4X2,1600,M,PASAJEROS,29990,SUV
VOLKSWAGEN,4X4,1984,A,PASAJEROS,49990,SUV
VOLKSWAGEN,4X4,1984,A,PASAJEROS,39990,SUV
ENRANGER,4X2,1500,M,PASAJEROS,24990,SUV
ENRANGER,4X2,1500,M,PASAJEROS,27990,SUV
ZOTYE,4X2,2000,M,PASAJEROS,29490,SUV
ZX,4X2,2500,M,PASAJEROS,26500,CAMIONETA
ZX,4X2,2400,M,PASAJEROS,23500,CAMIONETA
ZX,4X4,2500,M,PASAJEROS,29990,CAMIONETA
MITSUBISHI,4X2,2400,M,PASAJEROS,24990,CAMIONETA
ZX,4X4,2400,M,PASAJEROS,29990,CAMIONETA
AUDI,4X2,2000,A,PASAJEROS,49990,AUTOMOVIL
AUDI,4X4,3000,M,PASAJEROS,114990,SUV
AUDI,4X4,3000,A,PASAJEROS,160000,SUV
BAIC,4X2,1499,M,PASAJEROS,29990,SUV
BAIC,4X2,1500,M,PASAJEROS,16990,AUTOMOVIL
BAIC,4X2,1499,M,PASAJEROS,19990,SUV
BAIC,4X2,1500,M,PASAJEROS,23490,SUV
BAIC,4X2,1500,A,PASAJEROS,26990,SUV
BAIC,4X2,1500,M,PASAJEROS,24990,SUV
BMW,4x2,2000,A,PASAJEROS,59990,AUTOMOVIL
BMW,4x2,2000,A,PASAJEROS,98990,SUV
BMW,4X4,2000,A,PASAJEROS,86990,SUV
BMW,4X4,2998,A,PASAJEROS,108000,SUV
BRILLIANCE,4X2,1500,M,PASAJEROS,18990,SUV
CHANGAN,4X2,1370,M,PASAJEROS,15990,AUTOMOVIL
CHANGAN,4X2,1480,M,PASAJEROS,21990,SUV
CHANGAN,4X2,1500,M,PASAJEROS,19990,SUV
CHANGAN,4X2,2000,M,PASAJEROS,23990,SUV
CHANGAN,4X2,1499,M,PASAJEROS,25990,SUV
CHANGAN,4X2,1499,M,PASAJEROS,29990,SUV
CHANGAN,4X2,1798,A,PASAJEROS,35990,SUV
CHERY,4X2,1500,M,PASAJEROS,16990,AUTOMOVIL
CHERY,4X2,1200,M,PASAJEROS,14990,VAN
CHERY,4X2,1500,M,PASAJEROS,18990,SUV
CHERY,4X2,1500,M,PASAJEROS,26990,SUV
CHERY,4X2,2000,A,PASAJEROS,34990,SUV
CHERY,4X2,2000,A,PASAJEROS,29990,SUV
CHEVROLET,4X2,1200,M,PASAJEROS,14799,AUTOMOVIL
CHEVROLET,4X2,1206,M,PASAJEROS,16299,AUTOMOVIL
CHEVROLET,4X2,1500,M,PASAJEROS,28999,SUV
CHEVROLET,4X2,1500,A,PASAJEROS,33999,SUV
CHEVROLET,4X2,1500,M,PASAJEROS,32999,SUV
CHEVROLET,4X2,1500,A,PASAJEROS,23999,AUTOMOVIL
CHEVROLET,4X4,2800,A,PASAJEROS,49999,CAMIONETA
CHEVROLET,4X4,2800,M,PASAJEROS,46999,CAMIONETA
CHEVROLET,4X2,2499,M,PASAJEROS,28499,CAMIONETA
CHEVROLET,4X4,2499,M,PASAJEROS,36999,CAMIONETA
CHEVROLET,4X4,3000,M,PASAJEROS,36899,CAMIONETA
CHEVROLET,4X4,2500,M,PASAJEROS,39999,CAMIONETA
CHEVROLET,4X2,7790,M,PESADO,70990,CAMION
CHEVROLET,6X4,7790,M,PESADO,106990,CAMION
CHEVROLET,4X2,2999,M,PESADO,26990,CAMION
CHEVROLET,4X2,2999,M,PESADO,29290,CAMION
CHEVROLET,4X2,2999,M,PESADO,29990,CAMION
CHEVROLET,4X2,2999,M,PESADO,32290,CAMION
CHEVROLET,4X2,5193,M,PESADO,37190,CAMION
CHEVROLET,4X2,5193,M,PESADO,42290,CAMION
CHEVROLET,4X2,5193,M,PESADO,45190,CAMION
CHEVROLET,4X2,1200,M,PASAJEROS,18999,AUTOMOVIL
CHEVROLET,4X2,1000,M,PASAJEROS,19999,AUTOMOVIL
CHEVROLET,4X2,1000,A,PASAJEROS,24999,AUTOMOVIL
CHEVROLET,4X2,1000,M,PASAJEROS,19999,AUTOMOVIL
CHEVROLET,4X2,1500,M,PASAJEROS,18499,AUTOMOVIL
CHEVROLET,4X2,1500,M,PASAJEROS,17499,AUTOMOVIL
CHEVROLET,4X2,1500,M,PASAJEROS,19249,AUTOMOVIL
CHEVROLET,4X2,1600,M,PASAJEROS,24499,SUV
CHEVROLET,4X2,1200,M,PASAJEROS,14499,AUTOMOVIL
CHEVROLET,4X2,1200,M,PASAJEROS,14799,AUTOMOVIL
CHEVROLET,4X4,5300,A,PASAJEROS,109999,SUV
CHEVROLET,4X4,2800,A,PASAJEROS,56499,SUV
CITROEN,4X2,1600,M,PASAJEROS,27990,VAN
CITROEN,4X2,1560,M,PASAJEROS,22990,VAN
CITROEN,4X2,1600,M,PASAJEROS,26490,VAN
CITROEN,4X2,1600,M,PASAJEROS,19990,AUTOMOVIL
CITROEN,4X2,1600,M,PASAJEROS,19990,AUTOMOVIL
CITROEN,4X2,1600,M,PASAJEROS,21990,AUTOMOVIL
CITROEN,4X2,1600,A,PASAJEROS,39990,SUV
CITROEN,4X2,2000,A,PASAJEROS,44990,SUV
CITROEN,4X2,2000,M,PASAJEROS,38990,VAN
DFSK,4X2,1400,M,PASAJEROS,16990,VAN
DFSK,4X2,1400,M,PASAJEROS,17990,VAN
DFSK,4X2,1800,M,PASAJEROS,24990,SUV
DFSK,4X2,1500,M,PASAJEROS,26990,SUV
DONGFENG,4X2,2000,M,PASAJEROS,19990,SUV
FAW,4X2,1600,M,PASAJEROS,18890,SUV
FIAT,4X2,1300,M,PASAJEROS,17999,SUV
FORD,4X4,2893,A,PASAJEROS,26820,SUV
FORD,4X2,2000,A,PASAJEROS,62990,SUV
FORD,4X4,2700,A,PASAJEROS,74990,SUV
FORD,4X2,2500,A,PASAJEROS,37490,AUTOMOVIL
FORD,4X2,3200,M,PASAJEROS,34990,CAMIONETA
FORD,4X4,3200,M,PASAJEROS,36990,CAMIONETA
FORD,4X2,2488,M,PASAJEROS,38490,CAMIONETA
FORD,4X2,1500,A,PASAJEROS,37990,SUV
FOTON,4X2,11800,M,PESADO,93990,CAMION
FOTON,6X4,11800,M,PESADO,93990,CAMION
FOTON,4X2,2771,M,PESADO,18990,CAMION
FOTON,4X2,3760,M,PESADO,28490,CAMION
FOTON,4X2,2780,M,PASAJEROS,43990,VAN
FOTON,4X2,2378,M,PASAJEROS,23990,CAMIONETA
FOTON,4X2,2800,M,PASAJEROS,38990,VAN
FOTON,4X2,2800,M,PASAJEROS,38990,VAN
GAC,4X2,1300,A,PASAJEROS,26000,SUV
GAC,4X2,1500,M,PASAJEROS,21490,SUV
GEELY,4X2,2400,A,PASAJEROS,24990,SUV
GREAT WALL,4X2,1500,M,PASAJEROS,29990,SUV
GREAT WALL,4X2,1500,M,PASAJEROS,31490,SUV
GREAT WALL,4X2,2000,A,PASAJEROS,39990,SUV
GREAT WALL,4x2,1498,M,PASAJEROS,21690,SUV
GREAT WALL,4X2,1500,M,PASAJEROS,17990,SUV
GREAT WALL,4X4,1999,M,PASAJEROS,25990,CAMIONETA
GREAT WALL,4X2,2400,M,PASAJEROS,24690,CAMIONETA
GREAT WALL,4X2,2400,M,PASAJEROS,22590,CAMIONETA
GREAT WALL,4X4,2800,M,PASAJEROS,27990,CAMIONETA
HINO,4X2,7684,M,PESADO,67900,BUS
HINO,4X2,5123,M,PESADO,56900,CAMION
HINO,4X2,5123,M,PESADO,49300,BUS
HINO,6X4,5123,M,PESADO,134900,CAMION
HINO,6X4,5123,M,PESADO,123200,CAMION
HINO,4X2,11900,M,PESADO,74150,CAMION
HINO,4X2,7684,M,PESADO,110320,CAMION
HINO,4X2,7684,M,PESADO,96800,CAMION
HINO,6X4,12913,M,PESADO,119990,CAMION
HINO,4X2,4009,M,PESADO,28990,CAMION
HINO,4X2,4009,M,PESADO,33600,CAMION
HINO,4X2,4009,M,PESADO,36000,CAMION
HINO,4X2,4009,M,PESADO,40500,CAMION
HONDA,4X2,2400,A,PASAJEROS,48490,SUV
HONDA,4X2,1500,M,PASAJEROS,25490,SUV
HUANGHAI,4X2,2800,M,PASAJEROS,20000,CAMIONETA
HYUNDAI,4X2,1600,M,PASAJEROS,21490,AUTOMOVIL
HYUNDAI,4X2,1600,A,PASAJEROS,29990,SUV
HYUNDAI,4X2,1600,M,PASAJEROS,24990,SUV
HYUNDAI,4X2,1200,M,PASAJEROS,14990,AUTOMOVIL
HYUNDAI,4X2,2497,M,PESADO,28490,CAMION
